pmid,first_half,second_half_gold,word_count
34962730,"Introducción: La válvula mitral en paracaídas-like es una anomalía congénita caracterizada por una disposición asimétrica de los músculos papilares, siendo las pruebas de imagen cardiaca son el procedimiento de elección tanto para el diagnóstico anatómico como para realizar la valoración funcional de este tipo de anomalía estructural. Caso Clínico: Paciente con cuadro de descompensación hemodinámica en el cual se diagnóstica de manera incidental de una valvulopatía mitral en forma de paracaídas-like. Los hallazgos de imagen por ecocardiografía transtorácica y resonancia magnética ponen de manifiesto la presencia de 2 músculos papilares, ambos con inserción en segmento lateral apical confirmando una válvula mitral asimétrica con","similitud a su morfología en paracaídas. Discusión: La válvula mitral en paracaídas es una anomalía congénita poco común constituyente en la presencia de dos músculos papilares siendo uno de ellos más elongado y adherido al velo mitral de forma contigua, mostrándose en algunos casos pequeñas cuerdas tendinosas asociadas. Puede presentar una evolución benigna siendo un hallazgo casual o asociarse a repercusión hemodinámica valvular como el caso presentado. Conclusión: La válvula mitral en paracaídas-like es una anomalía congénita caracterizada por una disposición asimétrica de los músculos papilares, siendo su evolución muy variable, pudiendo pasar desapercibida o afectando de forma significativa a la mecánica valvular.",206
34605411,"Estimado Editor: Escribimos esta carta en relación al artículo publicado en su revista el pasado mes de Julio de 2020, por Castro-Díaz et al., titulado ""Perfil de severidad sintomática y expectativas en pacientes con","vejiga hiperactiva. Estudio VHEXPECTA"" (1), y que hemos leído con gran interés. A propósito de este trabajo creemos conveniente ampliar la información ofrecida por sus autores, y plantear una serie de consideraciones por nuestra parte.",69
34594049,"La fenilcetonuria y otras hiperfenilalaninemias son enfermedades genéticas cuya detección actualmente es obligatoria en México, tanto en el sector público como en el privado. La detección y el tratamiento oportunos han demostrado prevenir las manifestaciones neurológicas y la discapacidad que caracterizan esta enfermedad. Por ello, es de suma importancia que el pediatra y el personal de salud involucrados en la atención de estos pacientes conozcan, comprendan e implementen el manejo nutricional de manera correcta. Aunque existen varios tratamientos, el más utilizado es","la restricción dietética de fenilalanina. El tratamiento nutricio incluye el uso de la llamada «fórmula médica» o «fórmula metabólica sin fenilalanina», la cual fue concebida desde el primer tercio del siglo XX. Posteriormente, se han realizado múltiples estudios y modificaciones con el fin de mejorar el pronóstico de los pacientes. El presente trabajo describe las principales características y diferencias entre las fórmulas libres de fenilalanina de seguimiento disponibles en México, para que el personal de salud cuente con elementos para su correcta prescripción.",165
34594048,"Hemos leído con sumo interés el artículo publicado por Diéguez-Campa, et al.<sup>1</sup>, titulado The 2020 research pandemic: a bibliometric analysis of publications on COVID-19 and their scientific impact during the","first months, en el que los autores hacen un excelente e innovador análisis bibliométrico sobre la publicación científica médica en los primeros meses de desarrollo de la pandemia de COVID-19.",60
34472430,"Recientemente, Carrión et al. (1) publicaban un acertado análisis sobre el uso de la telemedicina (TM) en urología en el contexto de la pandemia por COVID-19. El escenario de emergencia durante la pandemia debida al SARS-CoV-2 ha propiciado un uso","exponencial de la TM que ha permitido mantener el acceso y la continuidad de la atención a los pacientes y apoyar a los profesionales de primera línea, optimizando los servicios presenciales y minimizando las infecciones por transmisión del COVID-19 (2).",80
34399878,"Ningún sistema de salud cuenta con los recursos necesarios para evaluar todas las tecnologías. Contar con un proceso claro para priorizar qué tecnologías serán evaluadas por las agencias de evaluación de tecnologías sanitarias (ETESA) constituye un principio de buena práctica reconocido a nivel internacional. El objetivo del Foro de Políticas en Latino América (LatamPF) 2020 de Health Technology Assessment International fue explorar cómo puede mejorarse la forma en que las agencias de ETESA de Latino América identifican y priorizan las tecnologías a ser evaluadas. Este manuscrito está basado en un documento base, una encuesta, y en el trabajo deliberativo realizado por los miembros (cuarenta y seis participantes, once países) que participaron del LatamPF, a través de la metodología design-thinking. Los participantes coincidieron en que la falta de mecanismos claros de priorización trae como consecuencia una falta de legitimidad de las decisiones","y procesos de ETESA, que son percibidos como poco transparentes y demasiado expuestos a presiones políticas o de grupos de interés. También se identificaron barreras y acciones para mejorar los mecanismos de priorización de ETESA en América Latina. Los criterios identificados como más importantes para ser tenidos en cuenta por las agencias de ETESA de la región al momento de priorizar una tecnología para ser evaluada fueron la carga de enfermedad, el potencial beneficio clínico, la alineación con prioridades de salud nacionales, el potencial impacto en la equidad, ausencia de otras alternativas para los pacientes, y el potencial impacto económico. Los participantes del Foro coincidieron en que el establecimiento de procesos transparentes de priorización es un elemento clave para todos los sistemas de salud. Las mejoras en este proceso fortalecerán la ETESA en Latino América y darán mayor legitimidad a sus decisiones.",283
34351891,"El desarrollo de enterocolitis necrosante, con la consecuente perforación intestinal, es frecuente en los recién nacidos pretérmino. El tratamiento estándar de la perforación intestinal es quirúrgico. Sin embargo, se sugiere que la inserción de un drenaje en el abdomen puede ser efectivo para tratar esta afección. Se resumen los resultados de una revisión sistemática Cochrane que compara la efectividad del drenaje peritoneal con la de la laparotomía","en neonatos con enterocolitis necrosante perforada. Necrotizing enterocolitis is common in preterm newborns, with consequent intestinal perforation. The standard treatment for intestinal perforation is surgery. However, it is suggested that inserting a drain into the abdomen may be effective in treating this condition. This document summarizes the results of a Cochrane systematic review comparing the effectiveness of peritoneal drainage with laparotomy in neonates with perforated necrotizing enterocolitis.",134
34351889,"La toxoplasmosis congénita continúa siendo un problema de salud pública. Aun cuando existen guías plenamente divulgadas y conocidas, se observa poca implementación de ellas en algunas instituciones de salud y una inadecuada interpretación de las pruebas serológicas en las gestantes. Esto puede generar falta de captación y tratamiento en embarazadas con primoinfección por Toxoplasma gondii. Se reportan dos casos de toxoplasmosis congénita, uno de ellos con desenlace fatal. En ambos no se siguieron las guías de práctica clínica, lo cual conllevó un diagnóstico tardío y, en consecuencia, un manejo en condiciones inapropiadas con daños graves. La toxoplasmosis es una infección congénita aún prevalente en algunos países, con secuelas graves, discapacidad neurológica y riesgo de daño ocular, incluso tardío. Además, existen algunas variedades de cepas de T. gondii con un comportamiento más agresivo en Latinoamérica, lo cual empeora la presentación de los casos e incluye mayor riesgo de","muerte. Congenital toxoplasmosis continues to be a public health problem. Although clinical guidelines have been divulgated and are well known, they are not implemented in some health institutions, in addition of an inappropriate interpretation of the serological tests in pregnant women. This situation can lead to lack of screening and treatment in pregnant women with primary Toxoplasma gondii infection. We report two cases of congenital toxoplasmosis, one with a fatal outcome. In both cases, the clinical guidelines were not initially followed, leading to a delayed diagnosis and, consequently, an inappropriate management in conditions with severe damage. Toxoplasmosis is a congenital infection still prevalent in some countries, with severe sequelae, neurological disability, and even late risk of ocular damage. ­Additionally, some varieties of the T. gondii strains have a more aggressive pattern in Latin America, worsening the clinical presentation of cases and including a high risk of death.",294
34351887,"El hemangioendotelioma kaposiforme (HEK) es un tumor vascular poco frecuente caracterizado por una invasión local agresiva y un síndrome de atrapamiento de plaquetas conocido como fenómeno de Kasabach-Merritt. Aunque muchos casos de HEK se tratan con éxito con control local o quimioterapia de baja intensidad, otros son resistentes y se cuenta con pocas opciones terapéuticas. El objetivo de este reporte es mostrar la experiencia del tratamiento con sirolimus por vía oral en un paciente pediátrico con HEK asociado a fenómeno de Kasabach-Merritt refractario al tratamiento de primera línea, quien mostró excelente respuesta al tratamiento. Paciente de sexo masculino de 3 meses con un HEK refractario al manejo de primera línea (corticoides, propranolol, vincristina), sin posibilidad de hacer control local, por lo que se decide terapia combinada con sirolimus, presentando control local y resolución de la coagulopatía desde la primera semana de iniciado el manejo y con resolución de la malformación vascular después de 12 meses de seguimiento. Aunque no existen pautas claras para el tratamiento del HEK refractario en la edad pediátrica, la evidencia actual demuestra que el sirolimus es","un medicamento eficaz que puede ser considerado como opción terapéutica de primera línea en estos pacientes. Kaposiform hemangioendothelioma (KHE) is a rare vascular tumor characterized by aggressive local invasion and a platelet entrapment syndrome known as the Kasabach-Merritt phenomenon. Although many cases of KHE are successfully treated with local control or low-intensity chemotherapy, some cases are often resistant, with few therapeutic options available. Here, we report a pediatric patient with KHE associated with Kasabach-Merritt phenomenon refractory to first-line treatment, who demonstrated excellent response to treatment. We present the case of a 3-month-old male patient with a KHE refractory to first-line treatment (vincristine, corticosteroids, propranolol), without possibility of local control treatment. Therefore, combined therapy with sirolimus was decided, presenting local control and resolution of the coagulopathy from the first week after starting the management and with resolution of vascular malformation after 12 months of ­follow-up. Although there are no clear guidelines for the treatment of refractory KHE in the pediatric population, current evidence demonstrate that sirolimus is an effective option that could be considered as a first-line treatment in such patients.",360
34351885,"El síndrome de Rett es un trastorno del neurodesarrollo con una frecuencia estimada de 1/10,000 recién nacidos vivos, el cual se presenta con un modelo de herencia ligado al cromosoma X. Las variantes patogénicas en el gen MECP2, el cual codifica para una proteína que participa en el desarrollo y la diferenciación del sistema nervioso central, causan este síndrome. El objetivo de este trabajo fue describir dos casos de síndrome de Rett, uno de ellos con una nueva variante del gen MECP2. El primer caso se trata de una paciente de 5 años con microcefalia y regresión del neurodesarrollo desde los 3 años. Clínicamente se diagnosticó de síndrome de Rett en estadio III. Se realizó la secuenciación del gen MECP2 y se identificó una variante probablemente patogénica en estado heterocigoto, c.606delC (p.Thr203Argfs*7), que no ha sido reportada previamente. El segundo caso es una paciente de 17 años, referida por discapacidad intelectual grave, que se encontró clínicamente en estadio IV. Se realizó la secuenciación de MECP2 y se identificó una variante patogénica [c.880C>T(p.Arg294*)] ya descrita previamente. El diagnóstico clínico de síndrome de Rett se llevó a cabo con criterios establecidos. La confirmación diagnóstica fue mediante la secuenciación de MECP2. Para el correcto abordaje de los trastornos del neurodesarrollo es primordial conocer el fenotipo de síndrome","de Rett, así como optar por el análisis molecular para la confirmación del diagnóstico. Los pacientes con síndrome de Rett requieren un seguimiento interdisciplinario para disminuir el impacto de las complicaciones. Rett syndrome is an X-linked neurodevelopmental disorder with an estimated frequency of 1/10,000 live births caused by hetereozygous pathogenic variants in the MECP2 gene, whose protein participates in the development and differentiation of the central nervous system. This study aimed to describe two cases with Rett syndrome diagnosis, one of them with a new variant of the MECP2 gene. We first describe the case of a 5-year-old female with microcephaly and neurodevelopmental regression starting at 3 years old, clinically corresponding to stage III Rett syndrome. Sequencing of the MECP2 gene identified a heterozygous likely pathogenic variant [c.606delC (p.Thr203Argfs*7)] not reported previously. The second case is a 17-year-old female, referred due to severe intellectual disability, clinically found on stage IV. MECP2 sequencing was performed identifying a pathogenic variant previously described [c.880C> T (p.Arg294 *)]. Rett syndrome clinical diagnosis was carried out based on established criteria. MECP2 sequencing confirmed the diagnosis. For neurodevelopmental disorders approach, it is essential to know the phenotype of Rett syndrome and select the molecular tool for the diagnosis. Patients with Rett syndrome require interdisciplinary follow-up for reducing the impact of complications.",429
34314412,"Los inhibidores de la aromatasa son fármacos disponibles por vía oral que inhiben la conversión de la testosterona en estradiol. Los estrógenos desempeñan un papel esencial en la maduración del cartílago de crecimiento y del cierre epifisario, evento que marca el final del proceso de crecimiento esquelético. Por este motivo, los inhibidores de la aromatasa se han probado como una intervención para",mejorar la talla en niños y adolescentes de sexo masculino mediante el retraso en la maduración esquelética al disminuir la concentración de estradiol en la placa de crecimiento. Se resumen los resultados de una revisión sistemática Cochrane en la cual se evaluaron la eficacia y la seguridad de los inhibidores de la aromatasa para el tratamiento de la estatura baja en niños.,124
34314411,"Introducción: El síndrome de Sotos es una enfermedad hereditaria caracterizada por el sobrecrecimiento prenatal y posnatal, con edad ósea avanzada, facies característica y retraso del desarrollo. Caso clínico: Se reporta el caso de un paciente con síndrome de Sotos y manifestaciones clínicas no descritas previamente, diagnosticado por microarreglos de hibridación genómica comparativa. Se detectó la duplicación de un gen y la deleción de","43 genes, entre los que se encuentran NSD1, gen asociado al síndrome de Sotos. La pérdida y la ganancia de estos otros genes pueden explicar las características atípicas en este paciente. Conclusiones: Por las características atípicas, el microarreglo de hibridación genómica comparativa fue una herramienta útil para el diagnóstico. Las alteraciones cromosómicas encontradas en este paciente demuestran la heterogeneidad clínica de las enfermedades genómicas.",127
34314409,"Introducción: El neuroblastoma es el tumor maligno más frecuente en el primer año de vida y el tumor sólido extracraneal más frecuente en la infancia. Solo el 1% de los casos debuta con metástasis cutáneas, caracterizadas por nódulos azulados subcutáneos. Se presenta el caso de un lactante con un neuroblastoma suprarrenal izquierdo en el que las metástasis cutáneas constituían el síntoma principal. Caso clínico: Lactante de sexo femenino, de 2 meses de edad, sin antecedentes de importancia para el padecimiento actual. Acudió por presentar dermatosis diseminada en la región cervical y occipital, el abdomen, el muslo derecho y el pie izquierdo. La dermatosis se caracteriza por nódulos subcutáneos, sólidos, bien delimitados, < 1 cm, de color azulado, que iniciaron su aparición a los 7 días de vida en el hipocondrio","derecho, con crecimiento progresivo, asintomáticos. Se realizó biopsia de un nódulo y se reportó la presencia de células pequeñas con núcleo denso hipercromático, escaso citoplasma y dispuestas en nidos. La inmunohistoquímica fue positiva para cromogranina y enolasa neuronal específica. Los hallazgos fueron compatibles con metástasis cutánea de neuroblastoma. Se solicitó valoración y abordaje por oncología pediátrica, que reportó un estadio 4 de la enfermedad y se inició el tratamiento correspondiente. Conclusiones: Los pediatras y los dermatólogos pediatras son los primeros en atender a niños con alguna lesión cutánea. Se deben tener en cuenta las metástasis cutáneas, que pueden aparecer antes o simultáneamente al diagnóstico de un tumor primario. Por lo tanto, se debe realizar un correcto abordaje con el fin de mejorar el pronóstico y la calidad de vida del paciente.",261
